url,beds,city,date,size,type,baths,price,neighborhood
https://www.99acres.com/residential-land-plot-for-sale-in-vaishnavi-urban-county-jigani-bangalore-south-89-sq-yard-to-140-sq-yard-npspid-X80116283,0,Bangalore,2025-02-19,799-1258 sqft,Residential land / Plot,0,2317000.0,Jigani
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prestige-jindal-city-tumkur-road-bangalore-west-1085-sq-ft-spid-F79144279,2,Bangalore,2025-02-19,1085 sqft,2 BHK Flat,2,12500000.0,Tumkur Road
https://www.99acres.com/sumadhura-capitol-residences-whitefield-bangalore-east-npxid-r433778,3,Bangalore,2025-02-19,1525-2150 sqft,"3, 4 BHK Apartment",0,23200000.0,Whitefield
https://www.99acres.com/provident-botanico-soukya-road-bangalore-east-npxid-r424433,2,Bangalore,2025-02-19,658-1003 sqft,"2, 3 BHK Apartment",0,889000.0,Soukya Road
https://www.99acres.com/kvg-superior-kalkere-bangalore-south-npxid-r438820,2,Bangalore,2025-02-19,1179-1449 sqft,"2, 3 BHK Apartment",0,6483000.0,Kalkere
https://www.99acres.com/nambiar-district-25-sarjapur-road-bangalore-east-npxid-r432506,2,Bangalore,2025-02-19,1199-2484 sqft,"2, 3, 4 BHK Apartment",0,15000000.0,Sarjapur Road
https://www.99acres.com/mahaveer-celesse-yelahanka-bangalore-north-npxid-r263821,2,Bangalore,2025-02-19,794-1923 sqft,"2, 3 BHK Apartment",0,7518000.0,Yelahanka
https://www.99acres.com/keya-life-by-the-lake-hebbal-bangalore-north-npxid-r178479,4,Bangalore,2025-02-19,0 sqft,"4, 5 BHK Villa",0,39800000.0,Hebbal
https://www.99acres.com/amrutha-platinum-towers-whitefield-bangalore-east-npxid-r305417,2,Bangalore,2025-02-19,1006-1636 sqft,"2, 3 BHK Apartment",0,11100000.0,Whitefield
https://www.99acres.com/keya-spring-bannerghatta-road-bangalore-south-npxid-r401648,2,Bangalore,2025-02-19,1335-2700 sqft,"2, 3, 4 BHK Apartment",0,15700000.0,Bannerghatta Road
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-trump-tower-sector-65-gurgaon-6050-sq-ft-r2-spid-I63419088,4,Gurgaon,2025-02-19,6050 sqft,4 BHK Flat,4,200000000.0,Sector 65
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-indiabulls-centrum-park-sector-103-gurgaon-4200-sq-ft-spid-Y78047881,4,Gurgaon,2025-02-19,4200 sqft,4 BHK Flat,4,40100000.0,Sector 103
https://www.99acres.com/residential-land-plot-for-sale-in-rosewood-city-gurgaon-1000-sq-yard-spid-W80263135,0,Gurgaon,2025-02-19T04:38:38.179Z,9000 sqft,Residential land / Plot,0,249500000.0,Rosewood City
https://www.99acres.com/godrej-aristocrat-sector-49-gurgaon-npxid-r419936,3,Gurgaon,2025-02-19T04:38:38.179Z,"967.58 - 1,751.41 sqft",3 BHK Apartment,0,52800000.0,Sector 49
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-aristocrat-sector-49-gurgaon-1940-sq-ft-spid-U79308375,4,Gurgaon,2025-02-19T04:38:38.179Z,1942 sqft,4 BHK Apartment,5,69000000.0,Sector 49
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-uppals-southend-gurgaon-2562-sq-ft-spid-F79012087,4,Gurgaon,2025-02-19T04:38:38.179Z,2562 sqft,4 BHK Flat,4,41600000.0,Uppals Southend
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-orchid-petals-sector-49-gurgaon-1805-sq-ft-spid-D79543409,3,Gurgaon,2025-02-19T04:38:38.179Z,1805 sqft,3 BHK Flat,3,30500000.0,Sector 49
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-south-city-2-gurgaon-4500-sq-ft-spid-Q79885617,4,Gurgaon,2025-02-19T04:38:38.179Z,4500 sqft,4 BHK Independent Builder Floor,5,45000000.0,South City 2
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-rosewood-city-gurgaon-3150-sq-ft-spid-N79854273,4,Gurgaon,2025-02-19T04:38:38.179Z,3150 sqft,4 BHK Independent Builder Floor,4,44900000.0,Rosewood City
https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-luxury-builder-floor-in-south-city-2-south-city-2-gurgaon-3240-sq-ft-spid-L79885421,4,Gurgaon,2025-02-19T04:38:38.179Z,3240 sqft,4 BHK Independent Builder Floor,4,34000000.0,South City 2
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-atchampeta-kakinada-2600-sq-ft-spid-F79579347,3,Kakinada,1mo ago,2600 sqft,Luxury Villa,5,16500000.0,Atchampeta
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovvada-kakinada-1800-sq-ft-spid-W79454185,3,Kakinada,1mo ago,1800 sqft,Luxury Villa,2,11600000.0,Kovvada
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vakalapudi-kakinada-165-sq-ft-spid-J78732827,4,Kakinada,2mo ago,165 sqft,Luxury Villa,6,10000000.0,Vakalapudi
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-28800-sq-ft-spid-O80294923,5,Kakinada,4d ago,2304 sqft,Luxury Villa,5,20000000.0,Sasikanth Nagar
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-2400-sq-ft-spid-O80266555,4,Kakinada,6d ago,230 sqft,Luxury Villa,5,20000000.0,Sasikanth Nagar
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,Kakinada,1w ago,3150 sqft,Luxury Villa,5,25000000.0,Ramanayapeta
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-atchampeta-kakinada-2600-sq-ft-spid-F79579347,3,Kakinada,2025-01-19,2600 sqft,Villa,5,16500000.0,Atchampeta
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-kovvada-kakinada-1800-sq-ft-spid-W79454185,3,Kakinada,2025-01-19,1800 sqft,Villa,2,11600000.0,Kovvada
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-madhavapatnam-kakinada-350-sq-ft-r1-spid-A76438401,2,Kakinada,2025-01-19,350 sqft,Villa,1,5500000.0,Madhavapatnam
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-sbi-employees-colony-kakinada-1283-sq-ft-spid-J78764367,3,Kakinada,2025-01-19,1368 sqft,Villa,3,6900000.0,SBI Employees Colony
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-vakalapudi-kakinada-165-sq-ft-spid-J78732827,4,Kakinada,2025-01-19,165 sqft,Villa,6,10000000.0,Vakalapudi
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-28800-sq-ft-spid-O80294923,5,Kakinada,2025-01-19,2304 sqft,Villa,4,20000000.0,Sasikanth Nagar
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-rameswaram-kakinada-1450-sq-ft-spid-G80269003,3,Kakinada,2025-01-19,1450 sqft,Villa,2,5800000.0,Rameswaram
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-sasikanth-nagar-kakinada-2400-sq-ft-spid-O80266555,4,Kakinada,2025-01-19,230 sqft,Villa,5,20000000.0,Sasikanth Nagar
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,Kakinada,2025-01-19,3150 sqft,Villa,5,25000000.0,Ramanayapeta
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-1422-sq-ft-spid-T80143813,4,Kakinada,2025-01-19,1422 sqft,Villa,2,8000000.0,Ramanayapeta
https://www.99acres.com/residential-land-plot-for-sale-in-thagarapuvalasa-visakhapatnam-167-sq-yard-spid-I76078449,0,Visakhapatnam,2025-02-19T04:38:36.102Z,1503 sqft,Residential land / Plot,0,4676000.0,Thagarapuvalasa
https://www.99acres.com/residential-land-plot-for-sale-in-bheemili-visakhapatnam-140-sq-yard-spid-I76618949,0,Visakhapatnam,2025-02-19T04:38:36.102Z,1260 sqft,Residential land / Plot,0,3780000.0,Bheemili
https://www.99acres.com/rudra-seniors-madhurawada-visakhapatnam-npxid-r408482,2,Visakhapatnam,2025-02-19T04:38:36.102Z,990 - 1245 sqft,2 BHK Apartment,2,4940000.0,Madhurawada
https://www.99acres.com/vk-erica-madhurawada-visakhapatnam-npxid-r438076,3,Visakhapatnam,2025-02-19T04:38:36.102Z,1630 - 2190 sqft,3 BHK Apartment,3,9454000.0,Madhurawada
https://www.99acres.com/the-celest-gajuwaka-visakhapatnam-npxid-r377188,2,Visakhapatnam,2025-02-19T04:38:36.102Z,823 - 1117 sqft,"2, 3 BHK Apartment",2,7501000.0,Gajuwaka
https://www.99acres.com/edara-twilight-park-shivaji-palem-visakhapatnam-npxid-r439018,3,Visakhapatnam,2025-02-19T04:38:36.102Z,2195 - 2650 sqft,3 BHK Apartment,3,18700000.0,Shivaji Palem
https://www.99acres.com/mvv-and-mk-park-gajuwaka-visakhapatnam-npxid-r331705,2,Visakhapatnam,2025-02-19T04:38:36.102Z,895 - 1050 sqft,2 BHK Apartment,2,3133000.0,Gajuwaka
https://www.99acres.com/mvv-towers-yendada-visakhapatnam-npxid-r385012,2,Visakhapatnam,2025-02-19T04:38:36.102Z,1158 - 1474 sqft,"2, 3 BHK Apartment",2,6947000.0,Yendada
https://www.99acres.com/rs-aurora-bay-bheemili-visakhapatnam-npxid-r411360,3,Visakhapatnam,2025-02-19T04:38:36.102Z,3503 - 6226 sqft,"3, 4, 5, 6 BHK Villa",3,29800000.0,Bheemili
https://www.99acres.com/residential-land-plot-for-sale-in-vennala-kochi-339-sq-yard-spid-D78423293,0,Kochi,3mo ago,3049 sqft,Residential land / Plot,0,12000000.0,Vennala
https://www.99acres.com/residential-land-plot-for-sale-in-vennala-kochi-1162-sq-yard-spid-O79520349,0,Kochi,1mo ago,10454 sqft,Residential land / Plot,0,39600000.0,Vennala
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-nagpal-sapphire-heights-vennala-kochi-1388-sq-ft-spid-D80169371,3,Kochi,1w ago,1388 sqft,3 BHK Flat,2,7500000.0,Nagpal Sapphire Heights
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vennala-kochi-1375-sq-ft-spid-J79757557,3,Kochi,4w ago,1375 sqft,3 Bedroom House,3,7000000.0,Vennala
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vennala-kochi-1350-sq-ft-r1-spid-J51800632,3,Kochi,1mo ago,1350 sqft,3 BHK Flat,3,5000000.0,sheetal apartments
https://www.99acres.com/residential-land-plot-for-sale-in-chalikavattom-kochi-104-sq-yard-spid-G78545131,0,Kochi,3mo ago,940 sqft,Residential land / Plot,0,1500000.0,Chalikavattom
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chalikavattom-kochi-1375-sq-ft-spid-B78323137,3,Kochi,3mo ago,1375 sqft,3 Bedroom House,3,7000000.0,Chalikavattom
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-chalikavattom-kochi-1000-sq-ft-r5-spid-P60024418,2,Kochi,2w ago,1000 sqft,2 BHK Flat,2,8000000.0,good earth hamlet
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-chakkaraparambu-kochi-1000-sq-ft-r2-spid-R63177728,3,Kochi,2mo ago,1000 sqft,3 Bedroom House,3,7500000.0,Chakkaraparambu
https://www.99acres.com/residential-land-plot-for-sale-in-chakkaraparambu-kochi-3975-sq-yard-r1-spid-Q55098104,0,Kochi,2mo ago,35790 sqft,Residential land / Plot,0,35000000.0,Chakkaraparambu
https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-sector-39-noida-3226-sq-ft-r8-spid-U66608396,9,Noida,1mo ago,3229 sqft,Independent House/Villa,9,55000000.0,Sector 39
https://www.99acres.com/residential-land-plot-for-sale-in-rwa-sector-122-sector-122-noida-538-sq-yard-spid-C79242955,0,Noida,Yesterday,4843 sqft,Residential Land,0,90000000.0,Sector 122
https://www.99acres.com/residential-land-plot-for-sale-in-od-kedeswar-vihar-phulnakhara-bhubaneswar-133-sq-yard-to-222-sq-yard-npspid-S78806221,0,Bhubaneswar,2025-02-19,1200-2000 sqft,Residential land / Plot,0,1559000.0,Phulnakhara
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shuvam-meadows-patia-bhubaneswar-2179-sq-ft-spid-V79818033,3,Bhubaneswar,2025-02-19,2179 sqft,3 BHK Flat,3,18000000.0,Patia
https://www.99acres.com/mahima-greenex-hanspal-bhubaneswar-npxid-r413530,2,Bhubaneswar,2025-02-19,758.34 - 945.73 sqft,"2, 3 BHK Apartment",0,7900000.0,Hanspal
https://www.99acres.com/one-world-janla-bhubaneswar-npxid-r424559,2,Bhubaneswar,2025-02-19,1185 - 1610 sqft,"2, 3 BHK Apartment",0,8938000.0,Janla
https://www.99acres.com/urban-sereno-gothapatna-bhubaneswar-npxid-r420678,2,Bhubaneswar,2025-02-19,1691 - 2543 sqft,"2, 3 BHK Apartment",0,8286000.0,Gothapatna
https://www.99acres.com/falcon-tatva-khandagiri-bhubaneswar-npxid-r411558,3,Bhubaneswar,2025-02-19,1527 - 2078 sqft,"3, 4 BHK Apartment",0,20600000.0,Khandagiri
https://www.99acres.com/motwani-anantara-jharapada-bhubaneswar-npxid-r421539,3,Bhubaneswar,2025-02-19,2160 - 3190 sqft,"3, 4 BHK Apartment",0,14700000.0,Jharapada
https://www.99acres.com/z-padmanabha-pahala-bhubaneswar-npxid-r413474,2,Bhubaneswar,2025-02-19,923 - 3097 sqft,"2, 3, 4, 5 BHK Apartment",0,11800000.0,Pahala
https://www.99acres.com/utkal-reserve-patrapada-bhubaneswar-npxid-r390078,2,Bhubaneswar,2025-02-19,1877 - 3038 sqft,"2, 3, 4, 5 BHK Apartment",0,14000000.0,Patrapada
https://www.99acres.com/utkal-isquare-patia-bhubaneswar-npxid-r424292,2,Bhubaneswar,2025-02-19,704.71 - 1009.23 sqft,"2, 3 BHK Apartment",0,7200000.0,Patia
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-s-saamarth-twinland-koba-gandhinagar-8478-sq-ft-to-10573-sq-ft-npspid-G79358405,5,Gandhinagar,2025-02-19,8478-10573 sqft,5 BHK House,0,0.0,"Koba, Raysan"
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1530-sq-ft-spid-Z79621649,2,Gandhinagar,2025-02-19,1530 sqft,2 BHK Flat,2,6500000.0,Sargasan
https://www.99acres.com/polaris-calice-randesan-gandhinagar-npxid-r411905,3,Gandhinagar,2025-02-19,2511-2655 sqft,3 BHK Apartment,0,11200000.0,Randesan
https://www.99acres.com/sobha-elysia-gift-city-gandhinagar-npxid-r426127,3,Gandhinagar,2025-02-19,1225.7-2611 sqft,"3, 4 BHK Apartment",0,25400000.0,Gift City
https://www.99acres.com/altezza-by-the-palm-sargasan-gandhinagar-npxid-r394631,3,Gandhinagar,2025-02-19,2916 sqft,3 BHK Apartment,0,11900000.0,Sargasan
https://www.99acres.com/the-one-randesan-gandhinagar-npxid-r425978,4,Gandhinagar,2025-02-19,4158-5598 sqft,"4, 5 BHK Apartment",0,20000000.0,Randesan
https://www.99acres.com/polaris-casarica-sargasan-gandhinagar-npxid-r393562,3,Gandhinagar,2025-02-19,2475 sqft,3 BHK Apartment,0,10700000.0,Sargasan
https://www.99acres.com/srushti-kudasan-gandhinagar-npxid-r383515,2,Gandhinagar,2025-02-19,1503-3915 sqft,"2, 3, 4 BHK Apartment",0,7014000.0,Kudasan
https://www.99acres.com/ekarth-sarvam-koba-gandhinagar-npxid-r428573,4,Gandhinagar,2025-02-19,6750-7560 sqft,"4, 5 BHK Apartment",0,0.0,Koba
https://www.99acres.com/shilp-north-sky-gift-city-gandhinagar-npxid-r406643,2,Gandhinagar,2025-02-19,1325-4717 sqft,"2, 3, 4 BHK Apartment",0,12200000.0,Gift City
https://www.99acres.com/residential-land-plot-for-sale-in-kanyakumari-121-sq-yard-spid-C79440309,0,Kanyakumari,2025-02-17,1090 sqft,Plot/Land,0,4000000.0,"Near Shri Shirdi Sai Baba Temple, Pothayadi junction."
https://www.99acres.com/residential-land-plot-for-sale-in-azad-nagar-madhavalayam-kanyakumari-339-sq-yard-spid-R79917611,0,Kanyakumari,2025-02-05,3049 sqft,Plot/Land,0,6300000.0,"Madhavalayam, Azad Nagar"
https://www.99acres.com/residential-land-plot-for-sale-in-thiruppathisaram-kanyakumari-48-sq-yard-spid-C79621191,0,Kanyakumari,2025-02-02,435 sqft,Plot/Land,0,1100000.0,Thiruppathisaram
https://www.99acres.com/residential-land-plot-for-sale-in-putheri-kanyakumari-242-sq-yard-spid-N79629105,0,Kanyakumari,2025-02-02,2178 sqft,Plot/Land,0,4000000.0,Putheri
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-439-sq-yard-spid-K80381775,0,Kanyakumari,2025-02-18,3950 sqft,Plot/Land,0,13500000.0,Thuckalay
https://www.99acres.com/residential-land-plot-for-sale-in-kulasekharam-kanyakumari-290-sq-yard-spid-G80376215,0,Kanyakumari,2025-02-18,2613 sqft,Plot/Land,0,3600000.0,Kulasekharam
https://www.99acres.com/residential-land-plot-for-sale-in-marthandam-kanyakumari-1111-sq-yard-spid-X80321373,0,Kanyakumari,2025-02-16,10000 sqft,Plot/Land,0,53000000.0,Marthandam
https://www.99acres.com/residential-land-plot-for-sale-in-mandaikadu-kanyakumari-629-sq-yard-spid-N80300531,0,Kanyakumari,2025-02-15,5662 sqft,Plot/Land,0,5460000.0,Mandaikadu
https://www.99acres.com/residential-land-plot-for-sale-in-thuckalay-kanyakumari-242-sq-yard-spid-V80241639,0,Kanyakumari,2025-02-15,2178 sqft,Plot/Land,0,3000000.0,Thuckalay
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-marthandam-kanyakumari-3800-sq-ft-spid-G80215947,3,Kanyakumari,2025-02-12,3800 sqft,House,2,10000000.0,Marthandam
https://www.99acres.com/residential-land-plot-for-sale-in-sulur-coimbatore-319-sq-yard-r2-spid-H77649167,0,Coimbatore,2025-02-19,2874 sqft,Residential land / Plot,0,1998000.0,Sulur
https://www.99acres.com/residential-land-plot-for-sale-in-ettimadai-coimbatore-147-sq-yard-spid-D79347859,0,Coimbatore,2025-02-19,1321 sqft,Residential land / Plot,0,7678000.0,Ettimadai
https://www.99acres.com/green-field-crystal-gateway-sulur-coimbatore-npxid-r439016,2,Coimbatore,2025-02-19,Varies,"2, 3, 4 BHK Villa, Land",0,1240000.0,Sulur
https://www.99acres.com/royal-kalpataru-ganapathy-coimbatore-npxid-r275677,4,Coimbatore,2025-02-19,Varies,"4, 5 BHK Villa",0,25100000.0,Ganapathy
https://www.99acres.com/harish-bhairav-vellakinar-coimbatore-npxid-r398187,2,Coimbatore,2025-02-19,Varies,"2, 3 BHK Villa",0,1500000.0,Vellakinar
https://www.99acres.com/rks-shivom-sulur-coimbatore-npxid-r409009,2,Coimbatore,2025-02-19,Varies,"2, 3 BHK Villa, Land",0,948000.0,Sulur
